"","Afghanistan","Albania","Algeria","American Samoa","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Reunion","Romania","Russia","Rwanda","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela","Vietnam","Virgin Islands","Wallis and Futuna","Western Sahara","Yemen","Zambia","Zimbabwe"
"Saint Pierre and Miquelon","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  3","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Saint Vincent and the Grenadines","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","2","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","1"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","2","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 1"," 0","0"," 0"," 0","0","0","1","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","1"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Samoa","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 1"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 2","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  2"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Sao Tome and Principe","0"," 0"," 0","0","1","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 1","  0","1"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","1","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 2"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Saudi Arabia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 6","0","0"," 0","0","0","0","0","0","0","0"," 0","0","1"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  1","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","1","0"," 0","0"," 0","31"," 0","0","3"," 0","4","0","0"," 0"," 0","  4","0","0","0","0","0"," 10","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 0","0","36"," 3"," 1","0"," 0"," 0"," 0","  4"," 0","  0"," 0"," 9"," 0"," 2","0","0","11"," 0","0","0","8","0","0","0"," 0"," 0"," 0","0"," 0","0"," 3","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 2"," 0","0"," 1"," 2"," 0","0"," 0","0","0","0","0","0","0"," 0"," 6","32","0"," 0","0","0"," 0"," 3"," 0"," 0"," 0"," 8","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 1","0","0","0","0"," 1","  0","0","  0"," 6","9","0","0"," 0"," 2","12","  0"," 0"," 0"," 0","0","0","0"," 2","10","0"," 0","0"," 0"," 0","40","  6","  4"," 0"," 0","0","0"," 0"," 0","0","0","18","0","0"
"Senegal","0"," 0"," 1","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 1","0","1","0","0","0","0","0"," 0","0","0"," 0","1","0","0","0"," 0","  0","2"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","2"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  3","0","0","0","3","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","2","3","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","1","0"," 0"," 0"," 0","0"," 0","0"," 0","0","5"," 0","0","0","2","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 1"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 2","  0","0","  3"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","2","0","0"," 1"," 1","0"," 0","0"," 0"," 0"," 1","  0","  3"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Serbia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0","0","0"," 2","0","0","0","0","0","1","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 1"," 0"," 1"," 0"," 2","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  2","0","0","0","0","0"," 23","0","0"," 4","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 3","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  8"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","1"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","5","0"," 0"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 1"," 0"," 0","0"," 0","0","0"," 0"," 0"," 2"," 0"," 0"," 0","0"," 2"," 2","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","3","0","0"," 0","  0","0","  1"," 0","0","0","0"," 6"," 6"," 0","  0"," 0"," 0"," 0","0","0","0"," 1"," 4","0"," 0","0"," 0"," 0"," 1","  3","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Seychelles","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 1","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","1","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 1","1"," 0"," 1","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 1","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 2","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Sierra Leone","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","6","0","  0","1","0"," 0","0","0","0"," 0"," 0"," 0","1","1","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","2","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Singapore","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0","31"," 0"," 0"," 0"," 0"," 2","0","0"," 0","0","0","0","0","0","0","0"," 0","0","2"," 0","0","4","0","6"," 0","  0","0"," 0","0","0"," 0"," 38","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 2","0","0"," 0","1"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 1","  3","0","0","0","0","0","  9","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0"," 10"," 0","0","32","54"," 0","0"," 0"," 0"," 0","  3"," 0"," 17"," 0"," 0"," 0"," 0","0","0"," 0"," 0","1","0","0","0","0","0"," 0"," 0"," 3","0"," 0","0","35","1","0"," 0","0","0","0","2","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 2"," 3"," 0","0"," 3","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","1","0"," 0","14"," 0"," 0"," 0"," 1","0"," 0"," 2","0","0","0","0","0","0","0"," 1","0"," 0","0","0"," 0","0","0","0","0"," 2","  6","0","  2"," 4","0","0","0"," 0"," 2"," 0","  8"," 0"," 0","24","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 7","  5","  4"," 0"," 0","0","0","12"," 0","0","0"," 0","0","0"
"Slovakia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0","0","0"," 1","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 3"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  1","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 1"," 0"," 0","  2"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 2"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  6","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Slovenia","0"," 1"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0","0","0"," 2","0","0","0","0","0","1","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 1"," 2","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  3","0","0","0","0","0","  4","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","1"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","2","0"," 0"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 2","0","0","0","0","0","0","0"," 0","0"," 3","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 2"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 0","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Solomon Islands","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 2"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","1","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","3","0"," 0"," 0","0","0"," 0","0","0"
"Somalia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","2","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 2","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 1","0","0"
"South Africa","0"," 0"," 0","0","3","0","0"," 2"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","5"," 1","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 3","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 2"," 0","0","0"," 0","3","0","0"," 0"," 0","  3","0","0","1","0","0","  6","1","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  2"," 0","0"," 3"," 0"," 0","0"," 0"," 0"," 1","  0"," 0","  0"," 0"," 0"," 0"," 2","0","0"," 0"," 0","0","0","0","1","0","0"," 0"," 0"," 0","0"," 3","2"," 3","0","0"," 0","0","0","0","7","0","  0","0","0","0","0","0","0"," 0","16","8"," 0"," 3"," 0","0"," 0","0","0","2","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 1","2"," 0"," 0","1","0","0","0","0","0","0"," 1","2"," 0","1","0"," 2","0","0","0","0"," 0","  0","0","  1"," 0","0","0","1"," 0"," 3"," 0","  0"," 0"," 3"," 2","0","0","0"," 0"," 1","0"," 0","0"," 1"," 0"," 9","  8","  3"," 0"," 0","0","0"," 0"," 0","0","0"," 0","6","6"
"South Korea","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 6"," 1"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","5"," 0","  4","0"," 0","0","0"," 0","121","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 2"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 1"," 1","  3","0","0","0","0","0","  3","0","0"," 0","0","0","0"," 3"," 0"," 0","0","0","0","0"," 0"," 11"," 0","0"," 2"," 4"," 0","0"," 0"," 0"," 1","  2"," 0","103"," 0"," 0"," 2"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 4","0"," 0","0"," 6","0","0"," 0","0","0","0","0","0","  0","0","0","0","2","0","0"," 0"," 0","0"," 1"," 1"," 0","2"," 1","0","0","0","0","0","3"," 0"," 0"," 0","2"," 0","0","0"," 0","25"," 0"," 0"," 0"," 2","0"," 0","10","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 6","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 0"," 0"," 0"," 11"," 0"," 0","21","0","0","0"," 0"," 3","0"," 0","0"," 0"," 0"," 4","  2"," 40"," 0"," 3","0","0","13"," 0","0","0"," 0","0","0"
"South Sudan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 1"," 0","0","0"," 0","2","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 5","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","5","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 1"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Spain","0"," 0","10","0","2","0","0"," 5"," 0"," 0"," 0","24"," 0"," 0"," 0"," 0","0","0","26","0","0","0","0","1","0","0"," 9","0","0"," 7","0","0","0","0"," 0","  0","4"," 0","0","0"," 2","  1","0","0"," 5","0","0"," 0","0"," 1","0"," 0"," 4"," 1"," 9","22","0","0"," 7","0"," 4"," 5"," 0","2","0"," 1","0","0","0"," 0","14"," 83","0","0","0","1","0","236","0","0"," 7","0","0","0"," 0"," 1"," 0","0","0","0","0"," 0","  0"," 5","0"," 0"," 0"," 0","0","34"," 0"," 5","103"," 0","  0"," 0"," 4"," 0"," 0","0","0"," 0"," 0","0","1","0","0","0","0"," 2"," 6"," 0","0"," 0","0"," 0","0","1"," 2","0","0","0","0","0"," 10","0","1","0","0","0","0","27"," 0","0"," 0","38"," 0","0"," 0","0","0","1","0","0","0","20"," 0"," 2","0"," 1","0","0"," 3"," 0","13","43"," 3"," 2","0","18","17","0","0","0","0","0","0","0"," 0","3"," 1","0","0"," 2","1","0","0","0"," 1","  0","0","  0"," 0","0","0","0","17","38"," 1","  0"," 0"," 0"," 2","0","0","0"," 2"," 7","0"," 0","0"," 0"," 6"," 1","290"," 49"," 2"," 0","0","6"," 0"," 0","0","0"," 0","0","0"
